Id,SalePrice
1461,128347.8105
1462,156962.1527
1463,186672.9632
1464,192620.3041
1465,197352.318
1466,178355.6417
1467,184800.4668
1468,165797.9542
1469,203632.0995
1470,123761.0968
1471,201997.8127
1472,99310.45078
1473,100242.6537
1474,147034.1594
1475,118087.3975
1476,354744.1662
1477,257139.184
1478,290440.4278
1479,286024.0188
1480,417345.6991
1481,326729.7661
1482,199259.6078
1483,176322.7067
1484,163759.5745
1485,170402.9359
1486,194870.8282
1487,310277.7856
1488,247112.5325
1489,198187.0235
1490,226421.5175
1491,187880.2699
1492,100412.8613
1493,159712.6935
1494,291955.8736
1495,308964.2584
1496,231538.1004
1497,185482.3458
1498,153989.2213
1499,155223.5465
1500,148187.3748
1501,185059.3011
1502,158834.3046
1503,275519.405
1504,241119.1956
1505,230775.3236
1506,184341.9958
1507,254015.7566
1508,200201.3634
1509,165816.4835
1510,145230.1261
1511,157757.334
1512,162196.6187
1513,143396.8753
1514,159836.8782
1515,206046.8882
1516,158297.4512
1517,163662.5067
1518,142210.4861
1519,227543.6458
1520,136146.8247
1521,143920.5449
1522,169804.1161
1523,110782.1081
1524,116090.8883
1525,134611.5702
1526,118358.3857
1527,107048.9438
1528,142391.3741
1529,144563.2798
1530,169868.6246
1531,113793.4709
1532,101489.7756
1533,136292.5676
1534,127391.252
1535,152396.0218
1536,110592.7884
1537,84219.98881
1538,152621.1738
1539,203318.5776
1540,122753.5464
1541,148638.6734
1542,164594.188
1543,210818.1381
1544,83790.15262
1545,110789.1897
1546,129008.4153
1547,124274.1247
1548,135612.8855
1549,120862.7712
1550,137020.3243
1551,126276.2716
1552,125489.3595
1553,126463.4319
1554,115533.7943
1555,166622.4178
1556,108677.4706
1557,124915.5133
1558,108370.7048
1559,107198.3255
1560,139442.9044
1561,149512.6116
1562,129880.1114
1563,123445.7509
1564,173603.6032
1565,144733.582
1566,233455.4552
1567,95062.36265
1568,226974.3369
1569,132416.6181
1570,123204.211
1571,110880.9004
1572,145627.0534
1573,231787.406
1574,128444.0508
1575,212909.0593
1576,204470.2558
1577,180531.8928
1578,145954.7018
1579,152271.9752
1580,199251.0093
1581,133344.8947
1582,125820.1591
1583,334151.9927
1584,224547.6628
1585,147628.7956
1586,82300.91823
1587,93512.20915
1588,141603.2554
1589,101188.9208
1590,137205.3495
1591,94210.76719
1592,128906.1124
1593,115165.9969
1594,159233.1124
1595,119931.2926
1596,233978.9749
1597,205845.7087
1598,215956.594
1599,175137.4108
1600,176089.4034
1601,69943.73203
1602,119239.9215
1603,82171.9959
1604,294777.0708
1605,245074.2332
1606,162561.1908
1607,181291.9148
1608,198279.733
1609,186789.7471
1610,158416.802
1611,136457.2191
1612,167496.9214
1613,158226.9327
1614,117499.0846
1615,85933.93632
1616,84334.30269
1617,92381.2514
1618,125392.7555
1619,124000.4143
1620,203381.9169
1621,144052.7101
1622,139687.1459
1623,267863.3511
1624,206484.0834
1625,132501.8225
1626,170692.6262
1627,199718.9472
1628,279480.2647
1629,177322.3632
1630,360405.9422
1631,228167.7419
1632,267241.9566
1633,162850.252
1634,187486.1265
1635,177957.8732
1636,159128.0925
1637,188773.5512
1638,187473.528
1639,185211.8441
1640,261620.3479
1641,200573.7922
1642,234069.6816
1643,234964.582
1644,232397.5235
1645,177118.6938
1646,156036.4285
1647,171969.8821
1648,137440.1621
1649,131810.1394
1650,116615.1029
1651,126879.8578
1652,100870.6445
1653,99070.0592
1654,148242.9675
1655,143312.7598
1656,146092.7102
1657,149498.6523
1658,144914.7448
1659,128896.7306
1660,152624.7697
1661,494348.9355
1662,389895.8394
1663,394308.401
1664,491383.0364
1665,284241.604
1666,317679.9187
1667,312909.2542
1668,338934.946
1669,281496.6857
1670,348445.9259
1671,270996.3971
1672,453280.3111
1673,294485.1372
1674,247584.3988
1675,191924.0906
1676,189977.9073
1677,215795.2026
1678,455434.0577
1679,383777.0874
1680,345827.9512
1681,231152.7786
1682,299494.7072
1683,189834.1466
1684,176308.1107
1685,168887.2228
1686,167675.9785
1687,161019.8112
1688,188285.5261
1689,185885.5275
1690,192180.0275
1691,178942.517
1692,248894.4781
1693,167226.6835
1694,175234.7306
1695,164083.7029
1696,273427.8296
1697,164505.3624
1698,355604.9246
1699,299088.8541
1700,250503.6026
1701,275119.9631
1702,262481.0519
1703,253908.0884
1704,308657.2027
1705,229340.1768
1706,461270.8719
1707,214836.3645
1708,206743.1016
1709,256252.0275
1710,223926.9021
1711,257722.1821
1712,279138.0658
1713,270881.4506
1714,235285.467
1715,209634.2285
1716,175530.7847
1717,165953.1481
1718,137405.5872
1719,202753.9916
1720,236349.1446
1721,164979.668
1722,129886.8544
1723,159233.7516
1724,206358.6695
1725,218611.8908
1726,178152.4672
1727,160933.8939
1728,174343.6692
1729,155383.5951
1730,158460.9974
1731,120674.6948
1732,126323.8612
1733,125770.4506
1734,122918.7828
1735,130073.122
1736,113276.5498
1737,305866.1334
1738,220914.5522
1739,294426.9553
1740,224341.3904
1741,198446.6032
