Id,SalePrice
1461,128240.0166
1462,155357.0264
1463,188153.757
1464,191430.6856
1465,195761.7733
1466,177747.0881
1467,182817.2368
1468,164330.3924
1469,197363.2586
1470,126515.7175
1471,199249.6813
1472,99875.90354
1473,102198.377
1474,150421.2017
1475,119111.2755
1476,349970.202
1477,261321.4806
1478,292959.0904
1479,280662.9483
1480,412522.4255
1481,325717.3344
1482,202785.8786
1483,175618.8256
1484,162003.0308
1485,170399.6439
1486,193021.0508
1487,304136.0725
1488,246108.7951
1489,200050.444
1490,228034.67
1491,187643.1764
1492,99392.82376
1493,159670.048
1494,289656.2995
1495,303741.9598
1496,228861.4448
1497,187542.068
1498,153514.2364
1499,155393.0635
1500,149117.9887
1501,184899.9957
1502,159769.7311
1503,273811.9512
1504,239724.2304
1505,230075.2212
1506,182074.8324
1507,259050.7063
1508,201925.5733
1509,166722.3676
1510,143767.2342
1511,155763.6485
1512,160370.8676
1513,143240.5922
1514,159633.5835
1515,210368.9404
1516,156060.2428
1517,162847.6145
1518,134514.2069
1519,231804.7961
1520,135907.5611
1521,141525.776
1522,172560.8993
1523,113110.663
1524,117926.1763
1525,134559.104
1526,117320.8395
1527,105115.4665
1528,141410.9133
1529,144046.8039
1530,170171.5901
1531,115114.2103
1532,102322.6994
1533,131425.2755
1534,124607.1145
1535,151954.7025
1536,107579.5349
1537,80125.24915
1538,155052.0104
1539,217426.4401
1540,115625.5244
1541,149901.5113
1542,165952.5046
1543,206951.7204
1544,84071.04665
1545,111803.8503
1546,133254.0038
1547,129977.8339
1548,138967.8477
1549,124455.2678
1550,138426.1987
1551,126882.1797
1552,124906.5179
1553,124408.3847
1554,113155.2932
1555,163235.1677
1556,114620.3669
1557,125810.9544
1558,111702.5049
1559,104389.913
1560,140569.5946
1561,147485.0258
1562,130806.6238
1563,126336.0891
1564,173300.4303
1565,145796.7257
1566,233579.8424
1567,97682.50572
1568,229315.6781
1569,131605.7416
1570,123541.5672
1571,111361.8509
1572,147762.0022
1573,237407.028
1574,127576.7645
1575,214032.3734
1576,213838.2312
1577,177206.5096
1578,147270.6699
1579,153734.514
1580,197277.7822
1581,134404.8965
1582,127059.8949
1583,333446.2421
1584,221225.627
1585,147467.629
1586,84790.6776
1587,92184.04526
1588,141954.0868
1589,100896.9454
1590,137027.5239
1591,97281.63882
1592,130180.6456
1593,118157.9332
1594,165022.4438
1595,120522.7833
1596,232306.3261
1597,207618.9235
1598,214613.5395
1599,176880.4715
1600,177683.1178
1601,69641.02547
1602,118802.1239
1603,77563.41172
1604,284382.4074
1605,246468.3213
1606,159685.0092
1607,182483.8214
1608,196623.4556
1609,185901.5007
1610,160758.2409
1611,130125.1496
1612,163629.8213
1613,151814.4663
1614,119650.7048
1615,84872.0129
1616,82609.83526
1617,93215.24958
1618,125337.2231
1619,123438.499
1620,212217.0068
1621,144790.1987
1622,140592.646
1623,266726.2267
1624,206363.9
1625,132322.1491
1626,167369.3869
1627,198977.3996
1628,285352.1119
1629,178459.5739
1630,350271.7443
1631,225000.8789
1632,260787.0099
1633,162688.0869
1634,186284.3847
1635,179175.1999
1636,155861.188
1637,187982.7431
1638,191430.5695
1639,184919.7027
1640,262771.0671
1641,201045.1953
1642,233621.8174
1643,232630.9163
1644,230849.3685
1645,176684.3957
1646,154548.7433
1647,171965.1823
1648,135978.3994
1649,132252.9221
1650,116223.4031
1651,128036.6468
1652,101607.6264
1653,99045.71859
1654,151968.4771
1655,144899.7205
1656,149207.9123
1657,153233.0242
1658,147823.3879
1659,130616.5059
1660,151464.7421
1661,450516.912
1662,386156.9924
1663,384683.2322
1664,461548.9753
1665,288032.5132
1666,324769.9238
1667,330596.4045
1668,338730.6782
1669,286559.427
1670,346641.7836
1671,277762.8337
1672,433268.8395
1673,297902.7427
1674,250349.1727
1675,195042.977
1676,192397.5978
1677,219913.0863
1678,435174.0497
1679,377670.636
1680,337024.3684
1681,238352.3249
1682,303799.1273
1683,191866.2992
1684,174750.2105
1685,167999.4635
1686,166999.0621
1687,161030.2946
1688,186631.1895
1689,183843.2588
1690,191559.4487
1691,177817.4435
1692,251931.8948
1693,167151.8823
1694,175783.0275
1695,163623.7162
1696,278732.5144
1697,164000.0222
1698,353553.8329
1699,302260.8071
1700,250460.2502
1701,273205.3306
1702,262178.0912
1703,253579.2216
1704,308760.4945
1705,228658.8975
1706,434113.316
1707,216635.6565
1708,203640.883
1709,258413.5715
1710,223711.5158
1711,257836.3034
1712,280487.9359
1713,275797.164
1714,233843.3813
1715,209930.0991
1716,173058.4775
1717,163258.7431
1718,136754.0219
1719,201721.9041
1720,239525.2775
1721,161685.9279
1722,130084.1869
1723,158527.3276
1724,207229.6031
1725,224896.8085
1726,178996.5235
1727,157814.4996
1728,173683.3038
1729,157770.021
1730,160667.7076
1731,122518.287
1732,126443.7312
1733,128839.8737
1734,124766.6366
1735,131026.8667
1736,116342.7257
1737,310654.1013
1738,219149.4504
1739,299683.877
1740,226363.7057
1741,200472.2757
1742,165437.3201
1743,177786.9077
1744,279800.289
1745,221900.9073
1746,235795.915
1747,211311.7428
1748,239558.3291
1749,148244.3122
1750,149524.1626
1751,229550.1553
1752,125628.8674
1753,151863.9666
1754,210088.4331
1755,165937.5102
1756,120741.346
1757,118256.6148
1758,136464.7121
1759,141095.5122
1760,155386.2149
1761,149927.3015
1762,177193.1639
1763,165525.835
1764,115550.854
1765,203774.6499
1766,172274.9685
1767,214103.5043
1768,137975.6802
1769,172996.3315
1770,147595.2991
1771,128980.9884
1772,147012.5773
1773,114931.9487
1774,155615.3773
1775,134870.3388
1776,121200.3685
1777,117327.8001
1778,142002.0897
1779,110063.6782
1780,179689.0847
1781,128310.1716
1782,86208.68219
1783,140868.3323
1784,89859.30847
1785,102738.6428
1786,111319.4869
1787,173741.0379
1788,69365.49919
1789,95169.44208
1790,75802.26845
1791,214715.6849
1792,157321.7763
1793,153591.2019
1794,154057.4309
1795,142365.3339
1796,122747.4647
1797,137610.2148
1798,125109.9976
1799,110513.3185
1800,126953.6859
1801,133864.3476
1802,140759.4309
1803,159388.9004
1804,144109.7695
1805,145966.2669
1806,129736.1931
1807,146655.385
1808,123749.7152
1809,113695.4876
1810,127903.5324
1811,100640.5213
1812,92929.30589
1813,118757.3764
1814,88001.56157
1815,58028.03539
1816,90765.48059
1817,107198.9723
1818,135206.1595
1819,117490.3436
1820,69659.03215
1821,109872.2702
1822,156756.4697
1823,65872.87146
1824,138292.4823
1825,135686.7392
1826,111459.2771
1827,107882.4516
1828,135114.3119
1829,132586.8031
1830,141806.1484
1831,156686.2728
1832,116411.4756
1833,147660.4327
1834,127160.7939
1835,147217.0429
1836,139755.2879
1837,93242.50804
1838,124740.8236
1839,93240.76167
1840,159759.1919
1841,151038.7724
1842,103480.0355
1843,123818.7003
1844,137033.2186
1845,131003.7935
1846,148501.6707
1847,148712.6735
1848,64112.43382
1849,108571.9969
1850,117873.7009
1851,132931.1426
1852,113547.3512
1853,130411.2696
1854,160136.7228
1855,144903.0182
1856,212929.044
1857,149493.5508
1858,158462.2275
1859,115917.4839
1860,153529.8065
1861,115064.7295
1862,296587.344
1863,296587.344
1864,296587.344
1865,325735.1355
1866,313827.3806
1867,216670.8325
1868,294422.7469
1869,202477.6359
1870,222997.8463
1871,219918.0248
1872,169091.9901
1873,234704.8489
1874,146596.4198
1875,211057.1647
1876,198450.2769
1877,219685.1477
1878,186069.9088
1879,123398.8152
1880,136234.923
1881,249573.3524
1882,246951.4626
1883,194792.7501
1884,206891.2176
1885,243385.5581
1886,286585.3536
1887,210182.1701
1888,282179.5248
1889,168790.7771
1890,117407.8849
1891,135949.165
1892,107795.9399
1893,140581.4292
1894,127990.0703
1895,134907.7983
1896,114715.7898
1897,124582.6134
1898,110155.6294
1899,161051.0947
1900,151550.072
1901,170218.8655
1902,170526.3299
1903,207510.4741
1904,138105.5672
1905,188253.5394
1906,179753.5443
1907,217983.3285
1908,118013.0963
1909,138908.3275
1910,127314.4754
1911,217253.4905
1912,311336.4126
1913,149950.8092
1914,62767.87486
1915,294849.2298
1916,71760.11374
1917,252029.6178
1918,137886.9064
1919,163452.4305
1920,164004.2369
1921,355408.1109
1922,302516.4221
1923,222082.388
1924,218858.7495
1925,208499.5135
1926,362902.1698
1927,127768.1913
1928,155703.9425
1929,115388.6963
1930,130984.0466
1931,140044.3734
1932,140382.4022
1933,162200.4891
1934,192482.0575
1935,172840.3855
1936,192527.6282
1937,180131.9497
1938,167659.1558
1939,257628.5304
1940,189528.6632
1941,170227.4447
1942,185149.3845
1943,204653.6238
1944,309498.827
1945,349272.0827
1946,161942.915
1947,303911.6377
1948,147857.2929
1949,224135.3954
1950,180168.4751
1951,250566.0148
1952,223638.2145
1953,164516.3034
1954,206385.8443
1955,141704.6124
1956,308392.4052
1957,167298.1753
1958,312059.6697
1959,153016.9669
1960,115027.5103
1961,120747.6337
1962,103140.0333
1963,106440.2543
1964,114037.1812
1965,147179.7481
1966,144831.6817
1967,310052.7461
1968,408127.2927
1969,371615.8319
1970,440897.5143
1971,441036.7293
1972,367824.0351
1973,256111.4249
1974,313360.1048
1975,423127.8016
1976,288703.2967
1977,371769.0099
1978,343847.7714
1979,346979.8194
1980,202824.3208
1981,364838.1323
1982,231294.0216
1983,211715.3234
1984,180177.0944
1985,226074.1535
1986,236775.063
1987,174922.7184
1988,173918.2802
1989,192071.4444
1990,210870.0545
1991,221597.3758
1992,223147.5803
1993,169829.9088
1994,242233.0995
1995,188668.8742
1996,261894.2708
1997,300363.4361
1998,328286.3176
1999,236659.5629
2000,294247.6128
2001,252413.982
2002,255420.3972
2003,260489.1358
2004,291801.5322
2005,241031.5022
2006,221057.7243
2007,253552.1182
2008,207518.446
2009,182759.7977
2010,186947.1139
2011,140034.6578
2012,167039.5387
2013,176446.837
2014,180072.5436
2015,183895.0165
2016,190143.5446
2017,197690.3683
2018,122127.474
2019,138042.7691
2020,128987.8746
2021,112237.2497
2022,188436.461
2023,157787.5417
2024,248381.8595
2025,376603.7436
2026,180878.3799
2027,154241.0664
2028,160392.3184
2029,168175.5538
2030,282408.577
2031,241897.3059
2032,248261.518
2033,258892.8255
2034,167263.8602
2035,228376.3974
2036,200274.8288
2037,206333.8249
2038,301441.5537
2039,209139.4188
